listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
225381,Cozy 2BR beachfront  apt in JBR,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/fb8ccb1e-e173-4e48-87e0-a6b8af405604.jpg,35,1174239,Slava,"","",false,25.0772,55.1343,5,2,3,2.5,false,"TV,Washer,Cable TV,Beach access,Smoke alarm,Wifi,Carbon monoxide alarm,Air conditioning,Pool,Kitchen,Essentials,Free parking on premises,Shampoo,Hangers,Hair dryer,Iron,Elevator,Refrigerator",false,5,Strict,AED,100,0,21,4.6,4.7,4.8,4.4,4.9,4.8,4.7,2188.0,8037.0,198.7,729.8,0.0,0.1,6.0,22.0,16.7,61.4,11,234,354,365,398.0,1462.0,198.0,727.3,0.0,0.1,4.4,16.2,10.8,39.5,2,53,88,90
283079,Exclusive 2BR Apartment on Dubai Marina Walk,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-283079/original/3c634798-7413-4064-9368-3650db5cae6c.jpeg,50,856279,Alex,"","",false,25.0812,55.1444,6,2,4,2.0,true,"TV,Cable TV,Children’s books and toys,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Hot water,Gym,Elevator,Free street parking,Hot tub,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Luggage dropoff allowed,Essentials,Long term stays allowed,Hangers,Hair dryer,Iron",,5,Moderate,AED,30,,33,4.45,4.6,4.6,4.3,4.6,4.8,4.5,9815.0,36059.0,146.0,536.2,0.2,0.2,26.9,98.8,33.3,122.2,67,70,298,365,0.0,0.0,148.6,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
537711,"Dubai, Down Town Al Manzil Old Town",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/ccf08b81-05d5-42bd-8326-e33aa301607a.jpg,38,271820,Livinio,"","",false,25.1910,55.2781,2,,1,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water,Elevator,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Drying rack for clothing,Dishwasher,Dishes and silverware,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Hangers,Hair dryer,Iron,Toaster",,4,Strict,AED,98,,11,5.0,4.9,5.0,4.7,5.0,5.0,4.9,2227.0,8180.0,147.5,541.8,0.0,0.0,6.1,22.4,0.0,0.0,15,0,350,365,0.0,0.0,137.3,504.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
766072,Stunning beach side property,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzY2MDcy/original/81b1ea28-5dc9-4c48-8afc-c9dbb255cd74.jpeg,72,4039661,Sal,"","",true,25.0777,55.1340,9,4,7,3.5,false,"TV,Cable TV,Waterfront,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water kettle,Smoking allowed,Gym,Resort access,Elevator,Drying rack for clothing,Clothing storage,Wine glasses,Washer,Smoke alarm,Carbon monoxide alarm,Bidet,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Freezer,Bathtub,High chair,Room-darkening shades,Hot water,Bed linens,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Dining table,Toaster",false,3,Moderate,AED,55,0,230,4.9,4.9,4.9,4.8,5.0,5.0,4.8,69173.0,254074.0,322.5,1184.4,0.6,0.0,189.5,696.1,0.0,0.0,201,0,164,365,3244.0,11916.0,320.9,1178.6,0.1,0.0,36.0,132.4,0.0,0.0,10,0,80,90
936905,Big 2BR with stunning beach views,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/13826249/324fce5c_original.jpg,12,4774532,Olga,"","",false,25.0766,55.1344,5,2,3,2.0,false,"TV,Wifi,Waterfront,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water kettle,Paid parking off premises,Gym,Conditioner,Elevator,Trash compactor,Laundromat nearby,Hot tub,Drying rack for clothing,Heating,Paid parking on premises,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance,Bathtub,High chair,Window guards,Crib,Room-darkening shades,Hot water,Body soap,Bed linens,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Patio or balcony,Long term stays allowed,Safe,Dining table,Toaster",,1,Strict,AED,,,76,4.43,4.5,4.3,4.3,4.4,4.9,4.3,2795.0,10266.0,250.1,918.6,0.0,0.0,7.7,28.1,0.0,0.0,11,0,354,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
1085798,Dubai JBR modern apart. front beach and sea view,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA4NTc5OA%3D%3D/original/c1531ba6-12b2-40cc-84c1-ff55accabd4d.jpeg,57,5967931,Alessandro,"","",false,25.0777,55.1340,7,2,3,1.5,false,"TV,Cable TV,Wifi,Waterfront,Air conditioning,Pool,Crib,Kitchen,Free parking on premises,Paid parking off premises,Pets allowed,Hot water,Gym,Elevator,Bed linens,Free street parking,Outdoor furniture,Hot tub,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Paid parking on premises,Stove,Washer,Dryer,Single level home,Beach access,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",false,1,Firm,AED,81,0,12,4.67,4.8,5.0,4.7,5.0,4.9,4.7,7209.0,26478.0,351.5,1290.9,0.0,0.0,19.8,72.5,0.0,0.0,12,0,353,365,0.0,0.0,315.5,1158.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
1149942,Dubai Marina Penthouse 90th Floor,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1149942/original/9c49f887-498a-48bb-b2ec-2152cde0de2a.jpeg,31,6303315,Samer Ricardo,"","",true,25.0883,55.1447,13,2,4,2.0,false,"TV,Cable TV,Wifi,Waterfront,Air conditioning,Pool,Kitchen,Paid parking off premises,Gym,Elevator,Hot tub,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Bathtub,High chair,Children’s books and toys,Fireplace guards,Crib,Pack ’n play/Travel crib,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Patio or balcony,Luggage dropoff allowed,Long term stays allowed",,2,Strict,AED,55,,287,4.9,4.9,4.9,4.8,4.9,5.0,4.8,30111.0,110598.0,494.1,1814.8,0.2,0.0,82.5,303.0,0.0,0.0,63,0,302,365,0.0,0.0,557.2,2046.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
1290519,Sea inside (JBR 1BR Apt. Sea view),Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/88120fbf-e293-4053-b192-7981ab0361dd.jpg,58,7017607,Alex&Natalia,"","",false,25.0772,55.1350,4,1,2,1.5,false,"TV,Cable TV,Children’s books and toys,Wifi,Waterfront,Air conditioning,Pool,Kitchen,Free parking on premises,Room-darkening shades,Hot water kettle,Children’s dinnerware,Hot water,Gym,Elevator,Bed linens,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Washer,EV charger,Beach access,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Beach essentials,Essentials,Long term stays allowed,Hangers,Hair dryer,Iron,Toaster,Bathtub",true,3,Strict,AED,60,0,89,4.77,4.8,4.9,4.7,4.8,4.9,4.7,28831.0,105904.0,148.6,545.9,0.5,0.0,79.0,290.1,0.0,0.0,191,0,174,365,3434.0,12615.0,150.1,551.3,0.3,0.0,38.2,140.2,0.0,0.0,23,0,67,90
1479856,Jbr apartment front sea - sea viw,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ3OTg1Ng%3D%3D/original/080c486a-8d75-4692-a326-f2a35885cbd2.jpeg,56,5967931,Alessandro,"","",false,25.0756,55.1329,7,2,16,1.5,false,"TV,Cable TV,Wifi,Air conditioning,Pool,Crib,Kitchen,Free parking on premises,Paid parking off premises,Pets allowed,Hot water,Gym,Elevator,Hot tub,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Paid parking on premises,Stove,Washer,Beach access,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",false,4,Firm,AED,81,0,27,4.74,4.6,4.9,4.8,4.8,4.8,4.7,7006.0,25735.0,329.7,1211.1,0.1,0.0,19.2,70.5,0.0,0.0,20,0,345,365,0.0,0.0,297.9,1094.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
1481030,Jbr Rimal 3 apartment front beach  up 8 guest,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ4MTAzMA%3D%3D/original/cb957a93-c728-412c-83d5-5124a57b97d9.jpeg,34,5967931,Alessandro,"","",false,25.0753,55.1331,8,2,3,1.5,false,"TV,Cable TV,Wifi,Air conditioning,Pool,Crib,Kitchen,Free parking on premises,Paid parking off premises,Pets allowed,Hot water,Gym,Resort access,Elevator,Free street parking,Hot tub,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Paid parking on premises,Washer,Dryer,Beach access,Smoke alarm,Patio or balcony,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",false,1,Firm,AED,81,21,34,4.82,4.6,4.9,4.8,4.8,4.8,4.5,7166.0,26319.0,388.3,1426.1,0.0,0.0,19.6,72.1,0.0,0.0,13,0,352,365,0.0,0.0,302.8,1112.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
1495955,Jbr beach Wallk - sea view 2bdr,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ5NTk1NQ%3D%3D/original/635ac0fe-559f-44db-90bf-7edc6db4de3f.jpeg,33,5967931,Alessandro,"","",false,25.0767,55.1319,8,2,3,1.5,false,"TV,Cable TV,Wifi,Air conditioning,Pool,Crib,Kitchen,Free parking on premises,Paid parking off premises,Pets allowed,Hot water,Gym,Elevator,Hot tub,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Paid parking on premises,Stove,Washer,Dryer,Beach access,Smoke alarm,Patio or balcony,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",false,1,Firm,AED,54,27,31,4.74,4.8,4.8,4.8,4.8,4.8,4.7,6613.0,24291.0,465.2,1708.6,0.0,0.0,18.1,66.6,0.0,0.0,14,0,351,365,0.0,0.0,415.0,1524.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
1625677,Oceana Residence The Palm Jumeirah,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1625677/original/a7dd6229-94c7-4b71-9a43-dfb046cdc83a.jpeg?aki_policy=medium,17,8643801,,"","",true,25.1093,55.1369,3,1,2,1.0,,"Kitchen,Wifi,Elevator,Cable TV,Free parking on premises,Hair dryer,Iron,Hangers,Dryer,Shampoo,Heating,TV,Gym,Pool,Essentials,Washer,Air conditioning,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Hot water,Patio or balcony,Outdoor furniture",,30,,AED,,,4,5.0,5.0,5.0,5.0,5.0,4.8,4.8,5362.0,19695.0,216.3,794.6,0.1,0.1,14.7,54.0,17.9,65.6,28,65,337,365,0.0,0.0,237.2,871.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
2061560,"Luxe  1BD,  boutique apt full lakeview 1m to Metro",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2061560/original/60a0265e-3aae-4088-9973-70b961035081.jpeg,54,10551173,Schahin,"490300629,496542445","Shima,La Buena Vida",true,25.0697,55.1409,6,1,3,2.0,false,"TV,Cable TV,Wifi,Waterfront,Air conditioning,Lake access,Pool,Kitchen,Free parking on premises,Hot water kettle,Gym,Resort access,Conditioner,Elevator,Laundromat nearby,Outdoor furniture,Hot tub,Cleaning products,Drying rack for clothing,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Bathtub,High chair,Crib,Room-darkening shades,Hot water,Body soap,Bed linens,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Sauna,Stove,Single level home,Shower gel,Patio or balcony,Long term stays allowed,Dining table,Toaster",true,3,Moderate,AED,68,0,71,4.94,5.0,4.9,4.8,4.9,5.0,4.8,46951.0,172456.0,186.2,683.8,0.7,0.0,128.6,472.5,0.0,0.0,248,0,117,365,7943.0,29181.0,115.2,423.1,0.8,0.0,88.3,324.2,0.0,0.0,68,0,22,90
2333758,"Spacious 5BR+maidroom , Next to Beach, JBR & Tram",Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjMzMzc1OA%3D%3D/original/4a69183e-6f14-491a-b2a7-e08c1a2518f8.jpeg,69,10551173,Schahin,"490300629,496542445","Shima,La Buena Vida",true,25.0820,55.1387,15,6,11,4.0,false,"TV,Cable TV,Wifi,Air conditioning,Lake access,Pool,Kitchen,Free parking on premises,Hot water kettle,Gym,Resort access,Conditioner,Elevator,Laundromat nearby,Cleaning products,Drying rack for clothing,Paid parking on premises,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Bathtub,High chair,Crib,Room-darkening shades,Hot water,Body soap,Bed linens,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Patio or balcony,Long term stays allowed,Dining table,Toaster",true,3,Moderate,AED,87,0,101,4.96,4.9,4.9,4.8,5.0,5.0,4.9,112534.0,413331.0,400.4,1470.5,0.7,0.0,308.3,1132.4,0.0,0.0,270,0,95,365,15263.0,56062.0,231.6,850.5,0.7,0.0,169.6,622.9,0.0,0.0,66,0,24,90
2485515,Perfect location in Marina View of Marina and City,Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2485515/original/1ee1f567-5b8f-47a1-9081-f0b3d674c141.jpeg,32,10146595,Dorar,"","",true,25.0815,55.1451,4,1,2,1.0,false,"TV,Cable TV,Wifi,Waterfront,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Gym,Elevator,Outdoor furniture,Cleaning products,Drying rack for clothing,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Baby bath,High chair,Crib,Pack ’n play/Travel crib,Room-darkening shades,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Exercise equipment,Patio or balcony,Long term stays allowed,Safe,Dining table,Toaster",false,3,Moderate,AED,68,0,98,4.73,4.8,4.9,4.7,4.9,4.9,4.6,23585.0,86632.0,150.2,551.8,0.4,0.5,64.6,237.3,75.1,275.9,148,51,217,365,1132.0,4158.0,105.6,387.7,0.1,0.3,12.6,46.2,29.0,106.6,11,51,79,90
2731516,Beautiful apartment @theCreek 10' to all Landmarks,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2731516/original/ebf0b65c-5b6e-4cc3-8550-228733f6d7e1.jpeg,34,13977315,Virginie,"","",false,25.2019,55.3473,2,1,1,1.0,false,"Wifi,Air conditioning,Pool,Free parking on premises,Hot water kettle,Books and reading material,Gym,Conditioner,Elevator,Free street parking,Outdoor furniture,Cleaning products,Coffee,Clothing storage,Wine glasses,Smoke alarm,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Rice maker,Babysitter recommendations,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Stove,EV charger,Exercise equipment,Shower gel,Patio or balcony,Safe,Cleaning before checkout,Dining table,Outdoor playground,Baking sheet",,2,Moderate,AED,59,,9,4.67,4.7,4.6,4.6,4.8,4.9,4.7,15558.0,57150.0,98.5,361.7,0.4,0.5,42.6,156.6,49.4,181.4,164,50,201,365,0.0,0.0,105.1,385.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
2796843,★BRIGHT SPACIOUS 1BR★5 MIN WALK TO DUBAI MALL,Entire condo,entire_home,https://a0.muscache.com/im/pictures/f4ef0f8b-4efa-4646-975a-8c4c792b2ba0.jpg,38,14307051,Edgar,"","",false,25.1908,55.2814,5,1,1,2.0,false,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water,Gym,Elevator,Hot tub,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron",,2,Strict,AED,39,,57,4.65,4.8,4.7,4.6,5.0,4.9,4.5,11148.0,40945.0,143.8,528.0,0.2,0.3,30.5,112.2,40.1,147.3,80,87,285,365,0.0,0.0,159.4,585.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
2833478,"Modern 2BR, Panoramic lake view, 3min to Metro st.",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjgzMzQ3OA%3D%3D/original/57557ab5-f080-426c-824a-1758d90493b6.jpeg,71,10551173,Schahin,"490300629,496542445","Shima,La Buena Vida",true,25.0677,55.1372,9,2,5,2.0,false,"TV,Wifi,Waterfront,Air conditioning,Lake access,Pool,Kitchen,Free parking on premises,Hot water kettle,Gym,Resort access,Conditioner,Elevator,Free street parking,Laundromat nearby,Outdoor furniture,Hot tub,Cleaning products,Drying rack for clothing,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Bathtub,High chair,Crib,Pack ’n play/Travel crib,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Sauna,Stove,Single level home,BBQ grill,Exercise equipment,Shower gel,Patio or balcony,Long term stays allowed,Dining table,Toaster",true,3,Moderate,AED,62,0,85,4.88,4.9,4.8,4.7,5.0,4.9,4.7,64747.0,237805.0,242.0,888.9,0.7,0.7,177.4,651.5,185.0,679.4,260,15,105,365,11254.0,41335.0,168.3,618.2,0.7,0.9,125.0,459.3,150.1,551.1,65,15,25,90
2884407,Spacious Studio  Panoramic Golf View & Work Space,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mjg4NDQwNw%3D%3D/original/53c888b4-c7f8-4a8a-8503-258a6e1f8fe1.png,21,14598101,Franck,86676758,Kevin,true,25.0461,55.2067,3,1,1,1.0,false,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Room-darkening shades,Hot water kettle,Books and reading material,Hot water,Gym,Conditioner,Elevator,Bed linens,Free street parking,Ethernet connection,Hot tub,Refrigerator,Drying rack for clothing,Cooking basics,Oven,Sauna,Clothing storage,Stove,Wine glasses,Washer,Smoke alarm,Exercise equipment,Shower gel,Patio or balcony,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Safe,Shampoo,Cleaning before checkout,Hangers,Dining table,Outdoor playground,Hair dryer,Iron,Outdoor dining area,Freezer,Sun loungers",false,1,Firm,AED,27,0,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12907.0,47402.0,84.7,311.0,0.5,0.0,35.4,129.9,0.0,0.0,168,0,197,365,0.0,0.0,102.1,375.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
3163938,"JLT ♥ BRIGHT, COZY 1BR ♥ BALCONY PARK VIEW",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/988ee881-0e06-4214-adbb-6f1bc2120755.jpg,30,14307051,Edgar,"","",false,25.0783,55.1481,4,1,2,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water,Gym,Elevator,Hot tub,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,Washer,Smoke alarm,Patio or balcony,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron",false,2,Strict,AED,39,0,81,4.73,4.9,5.0,4.6,4.9,4.8,4.5,7065.0,25957.0,101.8,374.1,0.2,0.3,19.4,71.1,24.5,90.1,75,77,290,365,0.0,0.0,106.4,390.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
3202242,Stunning 2 Bdrms at Palm Jumeirah,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/41202718/744ddcb3_original.jpg,30,7947686,Gordon,"","",false,25.1227,55.1382,6,2,3,2.0,false,"TV,Cable TV,Dryer,Smoke alarm,Wifi,Air conditioning,First aid kit,Pool,Fire extinguisher,Kitchen,Essentials,Free parking on premises,Shampoo,Gym,Elevator,Heating",,,Strict,AED,273,,1,,,,,,,,4188.0,15381.0,279.9,1027.8,0.0,0.0,11.5,42.1,0.0,0.0,15,0,350,365,0.0,0.0,291.2,1069.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
3319223,Jbr dubai marina luxury flat,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-3319223/original/8bc66841-232f-4c48-b896-6c540248005e.jpeg,75,13635061,Adriana,"","",false,25.0776,55.1353,4,1,4,1.5,false,"TV,Cable TV,Wifi,Waterfront,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water kettle,Pets allowed,Gym,Elevator,Trash compactor,Free street parking,Laundromat nearby,Outdoor furniture,Hammock,Drying rack for clothing,Clothing storage,Wine glasses,Washer,Beach access,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Outdoor dining area,Freezer,Private entrance,Rice maker,Bathtub,Blender,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Patio or balcony,Backyard,Beach essentials,Luggage dropoff allowed,Long term stays allowed,Dining table,Sun loungers,Toaster",false,3,Strict,AED,110,0,13,5.0,5.0,4.8,4.9,5.0,4.9,4.8,7446.0,27350.0,146.5,538.2,0.2,0.2,20.4,74.9,25.9,95.3,55,78,310,365,0.0,0.0,141.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
3948322,Cozy Bedroom 5mn walk to the beach,Entire villa,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mzk0ODMyMg%3D%3D/original/bf332e20-3bfa-474e-a9d9-4166782d0858.jpeg,26,20463299,Wafa,"","",false,25.1432,55.1958,2,1,1,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Resort access,Free street parking,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Washer,Beach access,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Outdoor dining area,Freezer,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table",false,2,Moderate,AED,40,26,32,4.5,4.7,4.7,4.7,4.7,4.8,4.6,10394.0,38175.0,64.6,237.4,0.4,0.5,28.5,104.6,32.6,119.7,150,46,215,365,718.0,2636.0,70.2,257.7,0.1,0.1,8.0,29.3,8.8,32.1,10,8,80,90
3954599,Small Room 5mn walk to Burj Al Arab beach,Private room in villa,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-3954599/original/fca34334-48e4-45b1-b1fe-955bfe074289.jpeg,33,20463299,Wafa,"","",false,25.1433,55.1962,1,1,1,1.0,false,"Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Body soap,Conditioner,Bed linens,Extra pillows and blankets,Free street parking,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Clothing storage,Washer,Dryer,Single level home,Shower gel,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace",false,1,Moderate,AED,40,0,53,4.62,4.6,4.7,4.5,4.8,4.8,4.7,9828.0,36108.0,50.3,184.7,0.6,0.6,26.9,98.9,30.0,110.1,205,37,160,365,941.0,3455.0,62.4,229.3,0.2,0.3,10.5,38.4,17.8,65.2,18,37,72,90
